ID;Var;Dormancy;Box;LT;Time;LAI;MaxLAI
L3;LUZELLE;2;1;C;17;8257;9895
L4;LUZELLE;2;2;C;17;7102;7102
L5;LUZELLE;2;3;S;17;9270;9996
L6;LUZELLE;2;3;S;17;3387;4082
L7;LUZELLE;2;3;S;17;4624;5175
L8;LUZELLE;2;3;S;17;9887;11765
L9;LUZELLE;2;4;S;17;6383;6383
L10;LUZELLE;2;1;C;17;7416;8545
L11;LUZELLE;2;3;S;17;10327;13004
L12;LUZELLE;2;4;S;17;10267;13724
L13;LUZELLE;2;2;C;17;6131;7652
L14;LUZELLE;2;2;C;17;6709;6709
L15;LUZELLE;2;4;S;17;8827;9137
L16;LUZELLE;2;4;S;17;6535;8678
L17;LUZELLE;2;2;C;17;4356;4724
L18;LUZELLE;2;2;C;17;5272;5347
L19;LUZELLE;2;4;S;17;7112;10124
L20;LUZELLE;2;2;C;17;7751;9817
L21;LUZELLE;2;1;C;17;6385;7773
L22;LUZELLE;2;2;C;17;5046;7447
L23;LUZELLE;2;4;S;17;2915;4028
L24;LUZELLE;2;1;C;17;3452;4098
L25;LUZELLE;2;1;C;17;6580;6877
L26;LUZELLE;2;4;S;17;6578;9513
L27;LUZELLE;2;3;S;17;3741;3741
L28;LUZELLE;2;3;S;17;6104;6672
L29;LUZELLE;2;1;C;17;5090;5431
L30;LUZELLE;2;1;C;17;2829;3938
A1;ANTANE;2;3;S;17;5226;6347
A2;ANTANE;2;1;C;17;8698;10077
A3;ANTANE;2;3;S;17;4081;4701
A4;ANTANE;2;4;S;17;4342;5487
A5;ANTANE;2;4;S;17;8499;8499
A6;ANTANE;2;4;S;17;5498;6261
A7;ANTANE;2;2;C;17;7743;7743
A8;ANTANE;2;2;C;17;9995;12447
A9;ANTANE;2;2;C;17;11379;11379
A10;ANTANE;2;1;C;17;11783;13034
A11;ANTANE;2;2;C;17;12144;12144
A12;ANTANE;2;1;C;17;5781;7236
A13;ANTANE;2;2;C;17;5247;5247
A14;ANTANE;2;3;S;17;5709;7239
A15;ANTANE;2;3;S;17;6719;7361
A16;ANTANE;2;3;S;17;3810;5873
A17;ANTANE;2;3;S;17;8185;10324
A18;ANTANE;2;2;C;17;14039;15046
A19;ANTANE;2;1;C;17;11936;14641
A20;ANTANE;2;4;S;17;4477;7004
A21;ANTANE;2;1;C;17;8185;9056
A22;ANTANE;2;1;C;17;7835;8617
A23;ANTANE;2;1;C;17;5094;5094
A24;ANTANE;2;3;S;17;6014;6790
A25;ANTANE;2;4;S;17;9514;10564
A26;ANTANE;2;2;C;17;6625;8203
A27;ANTANE;2;3;S;17;9210;9762
A28;ANTANE;2;1;C;17;6332;8521
A29;ANTANE;2;4;S;17;9560;10988
A30;ANTANE;2;4;S;17;10489;12883
M1;MARINA;7;2;C;17;6453;7199
M2;MARINA;7;3;S;17;9325;11116
M3;MARINA;7;1;C;17;5039;5678
M4;MARINA;7;3;S;17;10254;15190
M5;MARINA;7;3;S;17;6056;8140
M6;MARINA;7;2;C;17;10966;14013
M7;MARINA;7;4;S;17;5300;5639
M8;MARINA;7;1;C;17;10223;10953
M9;MARINA;7;3;S;17;6465;8958
M10;MARINA;7;3;S;17;7569;8840
M11;MARINA;7;2;C;17;8705;10879
M12;MARINA;7;1;C;17;13818;15637
M13;MARINA;7;3;S;17;4289;5193
M14;MARINA;7;1;C;17;4619;4619
M15;MARINA;7;4;S;17;6907;9103
M16;MARINA;7;4;S;17;8698;9583
M17;MARINA;7;4;S;17;9207;12312
M18;MARINA;7;4;S;17;13464;13977
M19;MARINA;7;2;C;17;3140;4247
M20;MARINA;7;1;C;17;7197;8073
M21;MARINA;7;2;C;17;9563;13224
M22;MARINA;7;4;S;17;11280;12213
M23;MARINA;7;1;C;17;10074;10556
M24;MARINA;7;3;S;17;3693;4134
M25;MARINA;7;3;S;17;7005;8037
M26;MARINA;7;2;C;17;8523;9954
M27;MARINA;7;1;C;17;11013;12508
M28;MARINA;7;2;C;17;9191;11289
M29;MARINA;7;1;C;17;9441;10029
M30;MARINA;7;4;S;17;6754;8252
B1;BARVINCE;7;1;C;17;5686;7041
B2;BARVINCE;7;1;C;17;5518;6374
B3;BARVINCE;7;3;S;17;8175;10527
B4;BARVINCE;7;3;S;17;7763;9362
B5;BARVINCE;7;3;S;17;4726;5785
B6;BARVINCE;7;2;C;17;7602;9130
B7;BARVINCE;7;3;S;17;3968;4541
B8;BARVINCE;7;2;C;17;7717;9283
B9;BARVINCE;7;4;S;17;6054;9829
B10;BARVINCE;7;3;S;17;11707;13228
B11;BARVINCE;7;2;C;17;9618;11955
B12;BARVINCE;7;3;S;17;8398;10548
B13;BARVINCE;7;1;C;17;2993;3829
B14;BARVINCE;7;2;C;17;2302;4169
B15;BARVINCE;7;2;C;17;4527;4527
B16;BARVINCE;7;4;S;17;5638;5907
B17;BARVINCE;7;4;S;17;4922;5801
B18;BARVINCE;7;1;C;17;7325;7594
B19;BARVINCE;7;1;C;17;5690;6520
B20;BARVINCE;7;4;S;17;5529;6410
B21;BARVINCE;7;1;C;17;3391;4774
B22;BARVINCE;7;3;S;17;5882;7324
B23;BARVINCE;7;2;C;17;4146;4991
B24;BARVINCE;7;4;S;17;7517;10306
B25;BARVINCE;7;2;C;17;3595;4073
B26;BARVINCE;7;4;S;17;6404;9810
B27;BARVINCE;7;4;S;17;5362;7722
B28;BARVINCE;7;1;C;17;7490;8318
B29;BARVINCE;7;4;S;17;11058;15173
B30;BARVINCE;7;3;S;17;5970;7671
L1;LUZELLE;2;4;S;20;6706;7518
L2;LUZELLE;2;2;C;20;7660;7873
L3;LUZELLE;2;1;C;20;7666;9895
L4;LUZELLE;2;2;C;20;7078;7102
L5;LUZELLE;2;3;S;20;9996;9996
L6;LUZELLE;2;3;S;20;3215;4082
L7;LUZELLE;2;3;S;20;4922;5175
L8;LUZELLE;2;3;S;20;10655;11765
L9;LUZELLE;2;4;S;20;5445;6383
L10;LUZELLE;2;1;C;20;7745;8545
L11;LUZELLE;2;3;S;20;11504;13004
L12;LUZELLE;2;4;S;20;11576;13724
L13;LUZELLE;2;2;C;20;7652;7652
L14;LUZELLE;2;2;C;20;5909;6709
L15;LUZELLE;2;4;S;20;8449;9137
L16;LUZELLE;2;4;S;20;7510;8678
L17;LUZELLE;2;2;C;20;3959;4724
L18;LUZELLE;2;2;C;20;4892;5347
L19;LUZELLE;2;4;S;20;8518;10124
L20;LUZELLE;2;2;C;20;8935;9817
L21;LUZELLE;2;1;C;20;6751;7773
L22;LUZELLE;2;2;C;20;5901;7447
L23;LUZELLE;2;4;S;20;3420;4028
L24;LUZELLE;2;1;C;20;4098;4098
L25;LUZELLE;2;1;C;20;6123;6877
L26;LUZELLE;2;4;S;20;7870;9513
L27;LUZELLE;2;3;S;20;2858;3741
L28;LUZELLE;2;3;S;20;5976;6672
L29;LUZELLE;2;1;C;20;5431;5431
L30;LUZELLE;2;1;C;20;3053;3938
A1;ANTANE;2;3;S;20;5792;6347
A2;ANTANE;2;1;C;20;8234;10077
A3;ANTANE;2;3;S;20;4282;4701
A4;ANTANE;2;4;S;20;4898;5487
A5;ANTANE;2;4;S;20;6840;8499
A6;ANTANE;2;4;S;20;6261;6261
A7;ANTANE;2;2;C;20;7175;7743
A8;ANTANE;2;2;C;20;10241;12447
A9;ANTANE;2;2;C;20;10061;11379
A10;ANTANE;2;1;C;20;10511;13034
A11;ANTANE;2;2;C;20;10823;12144
A12;ANTANE;2;1;C;20;6450;7236
A13;ANTANE;2;2;C;20;4552;5247
A14;ANTANE;2;3;S;20;5929;7239
A15;ANTANE;2;3;S;20;5662;7361
A16;ANTANE;2;3;S;20;4489;5873
A17;ANTANE;2;3;S;20;8130;10324
A18;ANTANE;2;2;C;20;13347;15046
A19;ANTANE;2;1;C;20;14331;14641
A20;ANTANE;2;4;S;20;5028;7004
A21;ANTANE;2;1;C;20;7997;9056
A22;ANTANE;2;1;C;20;7872;8617
A23;ANTANE;2;1;C;20;4272;5094
A24;ANTANE;2;3;S;20;5650;6790
A25;ANTANE;2;4;S;20;8377;10564
A26;ANTANE;2;2;C;20;7387;8203
A27;ANTANE;2;3;S;20;9762;9762
A28;ANTANE;2;1;C;20;7627;8521
A29;ANTANE;2;4;S;20;8749;10988
A30;ANTANE;2;4;S;20;11927;12883
M1;MARINA;7;2;C;20;6286;7199
M2;MARINA;7;3;S;20;9677;11116
M3;MARINA;7;1;C;20;5235;5678
M4;MARINA;7;3;S;20;12669;15190
M5;MARINA;7;3;S;20;7642;8140
M6;MARINA;7;2;C;20;12773;14013
M7;MARINA;7;4;S;20;5027;5639
M8;MARINA;7;1;C;20;9499;10953
M9;MARINA;7;3;S;20;8087;8958
M10;MARINA;7;3;S;20;7311;8840
M11;MARINA;7;2;C;20;7974;10879
M12;MARINA;7;1;C;20;13128;15637
M13;MARINA;7;3;S;20;4838;5193
M14;MARINA;7;1;C;20;4312;4619
M15;MARINA;7;4;S;20;7092;9103
M16;MARINA;7;4;S;20;9370;9583
M17;MARINA;7;4;S;20;10213;12312
M18;MARINA;7;4;S;20;13977;13977
M19;MARINA;7;2;C;20;3290;4247
M20;MARINA;7;1;C;20;6957;8073
M21;MARINA;7;2;C;20;11174;13224
M22;MARINA;7;4;S;20;10839;12213
M23;MARINA;7;1;C;20;9729;10556
M24;MARINA;7;3;S;20;3392;4134
M25;MARINA;7;3;S;20;7290;8037
M26;MARINA;7;2;C;20;9105;9954
M27;MARINA;7;1;C;20;12246;12508
M28;MARINA;7;2;C;20;9513;11289
M29;MARINA;7;1;C;20;9187;10029
M30;MARINA;7;4;S;20;8252;8252
B1;BARVINCE;7;1;C;20;6097;7041
B2;BARVINCE;7;1;C;20;5829;6374
B3;BARVINCE;7;3;S;20;9328;10527
B4;BARVINCE;7;3;S;20;8338;9362
B5;BARVINCE;7;3;S;20;4328;5785
B6;BARVINCE;7;2;C;20;7467;9130
B7;BARVINCE;7;3;S;20;4390;4541
B8;BARVINCE;7;2;C;20;8970;9283
B9;BARVINCE;7;4;S;20;9419;9829
B10;BARVINCE;7;3;S;20;11364;13228
B11;BARVINCE;7;2;C;20;10195;11955
B12;BARVINCE;7;3;S;20;9787;10548
B13;BARVINCE;7;1;C;20;3356;3829
B14;BARVINCE;7;2;C;20;2603;4169
B15;BARVINCE;7;2;C;20;3996;4527
B16;BARVINCE;7;4;S;20;4785;5907
B17;BARVINCE;7;4;S;20;5513;5801
B18;BARVINCE;7;1;C;20;7256;7594
B19;BARVINCE;7;1;C;20;5349;6520
B20;BARVINCE;7;4;S;20;6201;6410
B21;BARVINCE;7;1;C;20;4125;4774
B22;BARVINCE;7;3;S;20;5939;7324
B23;BARVINCE;7;2;C;20;4991;4991
B24;BARVINCE;7;4;S;20;9765;10306
B25;BARVINCE;7;2;C;20;3831;4073
B26;BARVINCE;7;4;S;20;8113;9810
B27;BARVINCE;7;4;S;20;6388;7722
B28;BARVINCE;7;1;C;20;8009;8318
B29;BARVINCE;7;4;S;20;14879;15173
B30;BARVINCE;7;3;S;20;6403;7671
L1;LUZELLE;2;4;S;23;7518;7518
L2;LUZELLE;2;2;C;23;7617;7873
L3;LUZELLE;2;1;C;23;8350;9895
L4;LUZELLE;2;2;C;23;6961;7102
L5;LUZELLE;2;3;S;23;9558;9996
L6;LUZELLE;2;3;S;23;4082;4082
L7;LUZELLE;2;3;S;23;5175;5175
L8;LUZELLE;2;3;S;23;11765;11765
L9;LUZELLE;2;4;S;23;6166;6383
L10;LUZELLE;2;1;C;23;8545;8545
L11;LUZELLE;2;3;S;23;13004;13004
L12;LUZELLE;2;4;S;23;13724;13724
L13;LUZELLE;2;2;C;23;7576;7652
L14;LUZELLE;2;2;C;23;6434;6709
L15;LUZELLE;2;4;S;23;9137;9137
L16;LUZELLE;2;4;S;23;8678;8678
L17;LUZELLE;2;2;C;23;4724;4724
L18;LUZELLE;2;2;C;23;5195;5347
L19;LUZELLE;2;4;S;23;10124;10124
L20;LUZELLE;2;2;C;23;9817;9817
L21;LUZELLE;2;1;C;23;7773;7773
L22;LUZELLE;2;2;C;23;7447;7447
L23;LUZELLE;2;4;S;23;4028;4028
L24;LUZELLE;2;1;C;23;4073;4098
L25;LUZELLE;2;1;C;23;6290;6877
L26;LUZELLE;2;4;S;23;9513;9513
L27;LUZELLE;2;3;S;23;2638;3741
L28;LUZELLE;2;3;S;23;6672;6672
L29;LUZELLE;2;1;C;23;5311;5431
L30;LUZELLE;2;1;C;23;2780;3938
A1;ANTANE;2;3;S;23;6347;6347
A2;ANTANE;2;1;C;23;9614;10077
A3;ANTANE;2;3;S;23;4701;4701
A4;ANTANE;2;4;S;23;5487;5487
A5;ANTANE;2;4;S;23;6747;8499
A6;ANTANE;2;4;S;23;5412;6261
A7;ANTANE;2;2;C;23;4359;7743
A8;ANTANE;2;2;C;23;12447;12447
A9;ANTANE;2;2;C;23;10550;11379
A10;ANTANE;2;1;C;23;11450;13034
A11;ANTANE;2;2;C;23;11608;12144
A12;ANTANE;2;1;C;23;7236;7236
A13;ANTANE;2;2;C;23;5103;5247
A14;ANTANE;2;3;S;23;5992;7239
A15;ANTANE;2;3;S;23;5970;7361
A16;ANTANE;2;3;S;23;5873;5873
A17;ANTANE;2;3;S;23;8506;10324
A18;ANTANE;2;2;C;23;13888;15046
A19;ANTANE;2;1;C;23;14004;14641
A20;ANTANE;2;4;S;23;7004;7004
A21;ANTANE;2;1;C;23;8479;9056
A22;ANTANE;2;1;C;23;8050;8617
A23;ANTANE;2;1;C;23;4375;5094
A24;ANTANE;2;3;S;23;5230;6790
A25;ANTANE;2;4;S;23;9484;10564
A26;ANTANE;2;2;C;23;8203;8203
A27;ANTANE;2;3;S;23;8248;9762
A28;ANTANE;2;1;C;23;8521;8521
A29;ANTANE;2;4;S;23;10988;10988
A30;ANTANE;2;4;S;23;12430;12883
M1;MARINA;7;2;C;23;6636;7199
M2;MARINA;7;3;S;23;11116;11116
M3;MARINA;7;1;C;23;5678;5678
M4;MARINA;7;3;S;23;15190;15190
M5;MARINA;7;3;S;23;8117;8140
M6;MARINA;7;2;C;23;14013;14013
M7;MARINA;7;4;S;23;5639;5639
M8;MARINA;7;1;C;23;9653;10953
M9;MARINA;7;3;S;23;8958;8958
M10;MARINA;7;3;S;23;8840;8840
M11;MARINA;7;2;C;23;9071;10879
M12;MARINA;7;1;C;23;14473;15637
M13;MARINA;7;3;S;23;5193;5193
M14;MARINA;7;1;C;23;4333;4619
M15;MARINA;7;4;S;23;9103;9103
M16;MARINA;7;4;S;23;9583;9583
M17;MARINA;7;4;S;23;12312;12312
M18;MARINA;7;4;S;23;13489;13977
M19;MARINA;7;2;C;23;4245;4247
M20;MARINA;7;1;C;23;8073;8073
M21;MARINA;7;2;C;23;10799;13224
M22;MARINA;7;4;S;23;12131;12213
M23;MARINA;7;1;C;23;10556;10556
M24;MARINA;7;3;S;23;4134;4134
M25;MARINA;7;3;S;23;8037;8037
M26;MARINA;7;2;C;23;8506;9954
M27;MARINA;7;1;C;23;12508;12508
M28;MARINA;7;2;C;23;11289;11289
M29;MARINA;7;1;C;23;10029;10029
M30;MARINA;7;4;S;23;7585;8252
B1;BARVINCE;7;1;C;23;7041;7041
B2;BARVINCE;7;1;C;23;6374;6374
B3;BARVINCE;7;3;S;23;10527;10527
B4;BARVINCE;7;3;S;23;9362;9362
B5;BARVINCE;7;3;S;23;5785;5785
B6;BARVINCE;7;2;C;23;9130;9130
B7;BARVINCE;7;3;S;23;4541;4541
B8;BARVINCE;7;2;C;23;9283;9283
B9;BARVINCE;7;4;S;23;9829;9829
B10;BARVINCE;7;3;S;23;13228;13228
B11;BARVINCE;7;2;C;23;11955;11955
B12;BARVINCE;7;3;S;23;10548;10548
B13;BARVINCE;7;1;C;23;3437;3829
B14;BARVINCE;7;2;C;23;2468;4169
B15;BARVINCE;7;2;C;23;4359;4527
B16;BARVINCE;7;4;S;23;5907;5907
B17;BARVINCE;7;4;S;23;5801;5801
B18;BARVINCE;7;1;C;23;7594;7594
B19;BARVINCE;7;1;C;23;6520;6520
B20;BARVINCE;7;4;S;23;6410;6410
B21;BARVINCE;7;1;C;23;4774;4774
B22;BARVINCE;7;3;S;23;7324;7324
B23;BARVINCE;7;2;C;23;4811;4991
B24;BARVINCE;7;4;S;23;10306;10306
B25;BARVINCE;7;2;C;23;4073;4073
B26;BARVINCE;7;4;S;23;9810;9810
B27;BARVINCE;7;4;S;23;7722;7722
B28;BARVINCE;7;1;C;23;8318;8318
B29;BARVINCE;7;4;S;23;15173;15173
B30;BARVINCE;7;3;S;23;7671;7671
